"Total_Transaction","Total_Quantity","Total_Revenue","CATEGORY","UN_TRANSACTION_DATE"
4,11,3435,"Sports","9/24/2024"
5,16,3308,"Clothing","9/24/2025"
4,13,3579,"Electronics","9/24/2025"
4,12,3057,"Grocery","9/24/2025"
7,15,3381,"Home","9/24/2025"
4,8,1463,"Sports","9/24/2025"
5,14,1889,"Clothing","9/25/2024"
5,8,2450,"Grocery","9/25/2024"
3,10,2628,"Home","9/25/2024"
4,10,2103,"Sports","9/25/2024"
7,20,3481,"Clothing","9/25/2025"
7,21,4925,"Electronics","9/25/2025"
2,5,1876,"Grocery","9/25/2025"
5,14,5070,"Home","9/25/2025"
5,17,2825,"Sports","9/25/2025"
3,7,1720,"Clothing","9/26/2024"
5,25,8423,"Grocery","9/26/2024"
5,12,3598,"Home","9/26/2024"
2,6,1006,"Sports","9/26/2024"
4,12,1675,"Clothing","9/26/2025"
1,3,553,"Electronics","9/26/2025"
1,3,1126,"Grocery","9/26/2025"
4,13,4147,"Home","9/26/2025"
2,1,321,"Sports","9/26/2025"
1,3,549,"Clothing","9/27/2024"
2,3,483,"Electronics","9/27/2024"
3,11,2983,"Grocery","9/27/2024"
4,11,1748,"Home","9/27/2024"
6,14,3574,"Sports","9/27/2024"
2,8,1711,"Clothing","9/27/2025"
3,12,3079,"Electronics","9/27/2025"
1,2,614,"Grocery","9/27/2025"
1,4,1345,"Home","9/27/2025"
3,11,1443,"Clothing","9/28/2024"
2,6,1243,"Electronics","9/28/2024"
2,7,1725,"Grocery","9/28/2024"
2,8,3346,"Home","9/28/2024"
7,22,6758,"Sports","9/28/2024"
3,10,1634,"Clothing","9/28/2025"
5,17,4296,"Electronics","9/28/2025"
2,6,254,"Grocery","9/28/2025"
7,13,3037,"Home","9/28/2025"
5,13,2586,"Sports","9/28/2025"
3,8,1018,"Clothing","9/29/2024"
1,3,1183,"Home","9/29/2024"
2,7,1471,"Sports","9/29/2024"
14,46,7489,"Clothing","9/29/2025"
7,29,5357,"Electronics","9/29/2025"
6,17,4113,"Grocery","9/29/2025"
8,25,4362,"Home","9/29/2025"
5,13,3576,"Sports","9/29/2025"
2,7,1306,"Clothing","9/3/2024"
6,26,4363,"Electronics","9/3/2024"
2,10,2993,"Grocery","9/3/2024"
5,19,4809,"Home","9/3/2024"
5,15,2877,"Sports","9/3/2024"
5,16,3084,"Clothing","9/3/2025"
1,5,978,"Electronics","9/3/2025"
6,15,2463,"Grocery","9/3/2025"
4,11,3570,"Home","9/3/2025"
8,25,8045,"Sports","9/3/2025"
3,6,1566,"Clothing","9/30/2024"
7,27,7860,"Electronics","9/30/2024"
3,9,2183,"Grocery","9/30/2024"
4,12,2043,"Home","9/30/2024"
4,14,4325,"Sports","9/30/2024"
2,8,1454,"Clothing","9/30/2025"
3,11,3139,"Electronics","9/30/2025"
5,7,2199,"Grocery","9/30/2025"
5,23,4514,"Home","9/30/2025"
10,25,6825,"Sports","9/30/2025"
3,7,1050,"Clothing","9/4/2024"
1,2,599,"Electronics","9/4/2024"
3,7,879,"Grocery","9/4/2024"
4,10,2474,"Home","9/4/2024"
2,5,1093,"Sports","9/4/2024"
2,4,617,"Clothing","9/4/2025"
5,16,5680,"Electronics","9/4/2025"
3,10,1516,"Grocery","9/4/2025"
8,26,8918,"Home","9/4/2025"
5,19,1817,"Sports","9/4/2025"
2,5,740,"Clothing","9/5/2024"
5,11,2252,"Electronics","9/5/2024"
1,2,592,"Grocery","9/5/2024"
4,15,4858,"Home","9/5/2024"
2,3,515,"Sports","9/5/2024"
4,9,1699,"Clothing","9/5/2025"
5,12,3720,"Electronics","9/5/2025"
8,20,3293,"Grocery","9/5/2025"
6,21,5705,"Home","9/5/2025"
4,11,3296,"Sports","9/5/2025"
4,17,2217,"Clothing","9/6/2024"
3,10,3226,"Grocery","9/6/2024"
6,21,8029,"Home","9/6/2024"
6,15,2737,"Clothing","9/6/2025"
5,13,2701,"Electronics","9/6/2025"
6,13,3914,"Grocery","9/6/2025"
8,33,6887,"Home","9/6/2025"
4,11,3261,"Sports","9/6/2025"
3,10,1424,"Clothing","9/7/2024"
3,6,1751,"Electronics","9/7/2024"
1,5,493,"Grocery","9/7/2024"
6,20,4916,"Home","9/7/2024"
7,19,5480,"Sports","9/7/2024"
5,13,2538,"Clothing","9/7/2025"
2,3,589,"Electronics","9/7/2025"
5,16,4691,"Grocery","9/7/2025"
4,11,3981,"Home","9/7/2025"
7,18,5068,"Sports","9/7/2025"
2,9,963,"Clothing","9/8/2024"
3,4,1075,"Electronics","9/8/2024"
5,16,2660,"Grocery","9/8/2024"
3,9,3339,"Home","9/8/2024"
3,9,1042,"Clothing","9/8/2025"
5,15,4653,"Electronics","9/8/2025"
5,19,3746,"Grocery","9/8/2025"
8,24,8023,"Home","9/8/2025"
7,23,5562,"Sports","9/8/2025"
2,3,424,"Clothing","9/9/2024"
2,5,1094,"Electronics","9/9/2024"
6,14,5537,"Grocery","9/9/2024"
1,2,538,"Home","9/9/2024"
4,12,2988,"Sports","9/9/2024"
5,17,2413,"Clothing","9/9/2025"
3,9,1511,"Electronics","9/9/2025"
2,2,303,"Grocery","9/9/2025"
4,9,3571,"Home","9/9/2025"
6,11,2638,"Sports","9/9/2025"
